Gene name,UCSC ID,G2 mRNA RPKM,M mRNA RPKM,G1 mRNA RPKM,G2 mRNA Read Count,M mRNA Read Count,G1 mRNA Read Count
ADD3,uc001kyv.2,39.6,44.7,40.3,1971,3508,2464
ATG9A,uc002vkf.1,48.3,47.8,43,2679,4452,3133
RAB11B,uc002mju.3,132.5,109.4,98.5,1836,2604,1826
ARAF,uc011mlq.1,37.9,34.5,31.1,1485,2298,1627
KLC1,uc010tyf.1,127.3,136,122.4,5144,9269,6542
MEIS1,uc002sdu.2,5.4,5.6,5.1,142,233,169
TMEM65,uc010mdl.2,45.4,44.3,39.9,707,1150,816
EXOC7,uc010wsw.1,80.6,75.7,68.2,3708,5936,4147
SLC25A39,uc002ign.2,219.3,215.3,193.8,4864,8341,5839
SATB1,uc003cbj.2,4.2,2.5,2.2,223,204,147
FAM53C,uc003lcv.2,48.4,45.4,40.9,1206,1975,1366
PTPN4,uc002tmf.1,5.1,6.3,5.7,327,658,457
SIL1,uc003ldp.2,54.7,56.4,50.8,1653,2899,2019
PAFAH2,uc001bld.3,7,5.1,4.6,177,220,156
TBC1D8B,uc004emo.2,2.7,2.3,2.1,209,292,201
ARHGAP39,uc003zds.1,7.7,6.1,5.5,542,766,532
ZNF415,uc002qaw.2,2.4,3.3,3,86,206,142
WDYHV1,uc003yqn.1,31.8,35.8,32.3,424,807,561
HCFC1,uc004fjp.2,25.2,24.6,22.1,3337,5606,3917
SEPHS2,uc010ves.1,162.9,173.3,155.9,4318,8367,5643
VPS35,uc002eef.3,177.3,204.9,184.3,7298,14429,9946
KIAA1797,uc003zog.1,11.7,14.3,12.9,1443,2887,2019
SMYD3,uc001ibk.2,14.8,15.4,13.9,365,604,439
NARS2,uc001ozi.2,40.9,59.6,53.6,1295,3184,2207
EHD2,uc002phj.3,144.7,85.9,77.2,4991,5076,3609
NUDCD2,uc003lze.2,121.7,138.5,124.6,1219,2386,1644
ELF2,uc003ihp.1,5.1,5.4,4.8,187,318,228
TNS3,uc003tnv.2,118.8,75,67.4,11622,11908,8479
C9orf37,uc004cnz.2,29.8,18.5,16.6,338,341,246
NPRL2,uc003daj.1,32.5,34.6,31.1,806,1492,1018
CYBASC3,uc001nrf.3,61.1,50.8,45.7,944,1358,942
GSTK1,uc003wci.2,158.1,149.3,134.2,2313,3701,2580
LOC401010,uc002tst.2,8.5,11.2,10.1,183,429,297
LMBRD1,uc003pfa.2,17.5,16.1,14.5,646,1004,677
BBS9,uc003tdn.1,4.1,3.3,2.9,252,326,227
COQ3,uc003ppk.2,20,31.6,28.4,484,1284,902
AACS,uc001uhc.2,45.5,44.2,39.8,1991,3217,2288
FBXW4,uc001kto.2,26.9,17.7,15.9,679,769,548
DCTN2,uc009zpu.1,289.9,292.9,263.1,7544,12886,9059
POLR2B,uc003hcl.1,95.3,134.1,120.5,7579,17764,12300
TRIM4,uc003use.2,53.2,42.9,38.5,1640,2205,1574
IFI30,uc002nic.1,36.3,28.8,25.9,583,817,552
MRPS31,uc001uxm.3,36.5,50.4,45.2,891,2082,1424
ANKRD1,uc001khe.1,781.8,1057.4,949.6,15821,39093,25957
UBE2G1,uc002fxs.2,38.5,47,42.2,428,846,601
TCF4,uc010dph.1,9.5,10.4,9.3,431,767,541
TTLL5,uc001xrx.2,21.5,20.3,18.3,1838,2929,2036
VPS26B,uc001qhe.2,33.5,31.7,28.5,740,1162,822
PEX6,uc003otf.2,46.5,31.8,28.5,2971,3359,2427
ELOVL5,uc003pbr.1,127.6,151,135.5,2532,4964,3468
EDIL3,uc003kio.1,123.6,132.1,118.6,4033,7024,4914
MCM4,uc003xql.1,121.2,170.6,153.1,6976,16410,11478
POLR3F,uc002wqv.2,36.9,54,48.4,768,1897,1311
C16orf58,uc002eci.1,146.6,121.8,109.3,4419,6403,4410
SERPINE2,uc002vnu.2,534.8,542.4,486.7,14556,23942,16639
TRUB1,uc001lcd.2,71.8,109.4,98.2,1659,4294,2944
CACHD1,uc001dbo.1,3.2,3,2.7,263,415,289
SH3BGRL,uc004eef.2,102.2,126.3,113.3,759,1561,1066
ARGLU1,uc001vqk.3,171.3,117.7,105.5,3019,3541,2459
TTC27,uc002rom.2,30,43.5,39,1693,4159,2855
AGPS,uc002ull.2,63.3,87.6,78.5,2801,6445,4474
ALDH6A1,uc001xpo.2,8.7,7.7,6.9,319,458,318
UACA,uc002asr.2,64.5,59.2,53.1,6301,9362,6541
TIGD5,uc003yyx.1,31.1,22.1,19.9,1160,1446,1018
PWWP2A,uc011ded.1,20.8,18.6,16.6,1026,1520,1085
CTBP1,uc003gcv.1,199.7,177.4,159,5404,8204,5876
ZNF45,uc002oxv.1,8.6,8.2,7.4,384,618,431
AP2A2,uc001lss.2,54.4,49.2,44.1,3342,4902,3548
RABL5,uc003uyl.2,70.8,83.2,74.6,851,1674,1164
TSSC1,uc002qxj.2,72,95.8,85.8,1805,4161,2859
CRADD,uc001tda.2,28.9,35.1,31.4,359,777,525
ADCY3,uc002rfs.3,36.3,38.7,34.6,2712,4860,3444
PARP3,uc003dbz.2,64.7,51.1,45.7,2248,3002,2134
ADAM10,uc002afd.1,71.3,92.9,83.2,3614,7871,5397
SCLY,uc010fyv.2,23.8,28.1,25.1,675,1384,965
AKIP1,uc001mgx.2,84.8,87.6,78.4,1109,1992,1371
SLC35F5,uc002tku.1,71.9,92,82.4,2530,5501,3725
HMGXB3,uc003lrk.3,39.8,46.7,41.8,3373,6734,4697
UNC119B,uc001tyz.2,62.2,49.9,44.7,1001,1360,956
SUDS3,uc001twz.2,9.4,7.4,6.7,178,244,174
WWC2,uc010irx.2,31,32.8,29.4,2433,4329,3042
AMFR,uc002eiy.2,158.6,154.7,138.5,6600,10956,7708
DEPDC5,uc003alt.2,2.4,1.9,1.7,261,343,235
PDK2,uc002iqc.2,25.5,20.8,18.6,689,938,651
C1orf85,uc001foh.2,52.3,43.8,39.2,1380,1992,1372
NSF,uc002iku.2,20.5,23.5,21,872,1671,1178
KLHL13,uc004eql.2,9.5,12,10.7,411,855,594
KIAA0947,uc003jdm.3,28.3,32.4,29,4345,8152,5720
SENP2,uc003fpn.2,26,27.5,24.6,1014,1752,1252
EXOC5,uc001xct.2,12,13.8,12.3,490,969,673
TPD52,uc003ybr.1,34.3,39.3,35.2,496,982,670
BTG1,uc001tby.3,286.1,202,180.7,2815,3507,2411
PAQR3,uc003hlp.1,27.7,35.6,31.8,563,1218,849
AHCTF1,uc001ibu.1,1.2,1.3,1.1,155,274,191
INTS8,uc003yhb.2,25.6,34.4,30.8,1767,3847,2664
FNDC3B,uc003fhy.2,23.1,22.3,19.9,1856,3012,2084
PTPRA,uc002whn.2,63.9,64.4,57.6,3362,5603,3955
CACNB3,uc001rsl.1,25.3,17.5,15.7,798,923,654
PRKD2,uc002pfj.2,39.1,34.4,30.8,2228,3421,2343
FMN2,uc010pyd.1,12.4,9.8,8.7,1381,1864,1306
ASB8,uc001rrh.2,35.7,31.5,28.2,670,971,694
EBP,uc004djx.3,65.1,77.3,69.1,958,1929,1352
ARHGEF10,uc003wpr.2,42,46,41.1,3719,6837,4806
MED29,uc002olf.2,79.9,57.1,51,1119,1328,958
CRELD1,uc003bug.2,26.5,13.1,11.7,712,589,422
SMARCD3,uc003wjs.2,26.3,32.9,29.4,834,1719,1226
TSPAN14,uc001kcj.3,71.6,52.8,47.2,1235,1562,1090
ADIPOR2,uc001qjm.2,49.2,56.2,50.2,1245,2422,1669
GPAA1,uc003zax.2,132.2,104.3,93.2,4981,6889,4745
ZNF254,uc002nru.2,3.7,4.6,4.1,145,313,213
TRAPPC4,uc010ryo.1,233.5,339.1,302.9,3271,8165,5640
HPS5,uc001mod.1,22.6,24.3,21.7,1701,3067,2132
R3HCC1,uc003xdf.2,73.3,70.6,63.1,1184,1920,1360
RDH5,uc001shk.2,23.6,16.8,15,482,613,409
RAB40B,uc002kft.2,11.5,9.2,8.2,194,286,192
TMEM120A,uc003ued.2,52.6,47.1,42.1,1146,1808,1228
C14orf169,uc001xok.1,25.5,22.3,19.9,1048,1598,1104
PMM1,uc003bal.2,70.7,59.9,53.5,1186,1673,1197
DDX23,uc001rsm.2,60.4,55.6,49.6,2688,4327,3025
IMPA2,uc002kqp.1,14.7,11.9,10.6,276,357,261
FLI1,uc010sbu.1,36,33.6,30,1066,1659,1169
PAPOLG,uc002sai.2,8.9,10.6,9.5,444,872,605
GEMIN6,uc002rrc.2,40.2,57.5,51.3,434,1050,722
CDC73,uc001gtb.2,28.9,43.1,38.4,1032,2563,1760
JAM3,uc001qhb.1,51.2,56.9,50.8,1190,2222,1550
TMEM234,uc001buq.3,22.1,15.6,13.9,195,236,163
MYO9A,uc002atl.3,6.6,5.8,5.2,1149,1650,1155
PREX1,uc002xtw.1,4.1,4.3,3.8,452,779,551
TMEM14A,uc003pax.2,65.7,91.5,81.7,414,968,664
SFXN2,uc001kwb.2,9.5,7.9,7,195,285,194
RABEP2,uc002drq.2,41.1,34,30.4,1483,2131,1495
SLC38A7,uc002eod.1,14.3,12.4,11,432,627,440
ZNF337,uc002wvc.2,19.2,16.7,14.9,958,1400,969
NOTCH1,uc004chz.2,11.3,8.5,7.6,1885,2403,1684
CAT,uc001mvm.2,56.3,70.4,62.8,1989,4200,2862
NEK7,uc001gun.3,93.2,192.5,171.8,1882,6722,4449
EIF2B3,uc001cmt.1,50.8,84.5,75.4,1513,4325,2940
ZW10,uc001poe.2,35.4,44.2,39.5,1847,3826,2666
TBC1D13,uc010myj.2,19.9,17.6,15.7,517,758,540
BSCL2,uc009yod.2,63.4,72.2,64.4,1922,3749,2565
TINF2,uc001woa.3,51.4,38.9,34.7,1479,1929,1348
BLVRB,uc002onw.2,91.5,84.1,75,1205,1915,1310
NT5DC1,uc003pwj.2,9.9,11,9.8,280,524,362
RFT1,uc003dgj.2,65.9,92.7,82.6,2330,5667,3865
CALML4,uc002arb.2,14.5,15.7,14,183,337,232
DEK,uc003ncr.1,395.8,517,460.8,9850,21086,14771
ZNF213,uc010uws.1,17.2,11,9.8,491,556,387
RAB3IP,uc001svm.2,14.9,18.2,16.2,453,966,644
C10orf28,uc001kow.3,17.7,18.7,16.7,925,1619,1127
GPRASP2,uc004ejm.2,12,11,9.8,664,1027,708
NUP88,uc002gbo.1,81.7,122.9,109.6,4042,10400,7042
EFTUD1,uc002bgt.1,29.4,28.5,25.4,2084,3474,2349
TMEM185A,uc011mxq.1,11.3,10.8,9.6,247,404,279
SMARCA2,uc003zhc.2,22,22.3,19.9,2353,3952,2742
FGFR1,uc003xlp.2,60.3,48.9,43.5,3187,4458,3085
TRIM11,uc001hss.2,37.7,31.7,28.2,1108,1631,1140
WFS1,uc003gix.2,18.3,16.1,14.4,1061,1613,1109
LEPREL4,uc002hxt.2,47.4,35.3,31.4,1314,1651,1183
TNC,uc004bjj.3,7.4,6.5,5.7,1040,1595,1102
EMR1,uc002mfw.2,2,2.5,2.2,124,258,170
NOC3L,uc001kjq.1,50.6,92.4,82.3,2738,8388,5714
RQCD1,uc010zkh.1,65.2,93.9,83.7,1276,3140,2136
MAP7D3,uc004ezt.2,35.3,36.7,32.7,2051,3541,2485
KLHL24,uc003flv.2,6.3,3.6,3.2,263,254,168
PXN,uc001txt.2,152.1,135.3,120.5,5806,8921,6161
DONSON,uc002ysk.2,15.2,17.5,15.6,566,1071,746
RRM2,uc002rah.2,57.6,58.1,51.7,1017,1752,1224
CREBL2,uc001rap.1,96.2,76.9,68.5,738,970,682
ATP6AP1,uc004flf.1,111.3,111,98.8,3379,5769,4003
XRCC6BP1,uc001sqp.2,11.9,12.3,11,193,327,230
DCLRE1C,uc001inn.2,5.5,4.1,3.6,257,308,216
ABHD4,uc001wgm.2,36.8,22.7,20.2,805,880,594
TTC7A,uc002rvo.2,25.5,20.6,18.3,1419,1962,1365
SHQ1,uc003dpf.2,7.1,10.3,9.2,256,657,443
GCFC2,uc002sno.2,14,23.1,20.5,739,2028,1390
STAT1,uc002usj.2,57.4,53.5,47.5,2885,4395,3089
PIR,uc004cwv.2,18.7,23.5,20.9,350,759,518
ITFG3,uc002cgf.2,141.2,107.4,95.5,5007,6543,4555
PREPL,uc002ruf.2,57.2,63.6,56.5,2761,5271,3563
AKD1,uc003ptn.2,2.4,2.3,2,318,478,334
DYNC2LI1,uc002rtk.2,27.3,35.2,31.3,658,1391,943
ORC4,uc002twk.2,39.8,73,64.9,1191,3607,2438
CASC3,uc002hue.2,30.9,24.5,21.7,1425,1872,1324
WDR55,uc003lgr.3,52.6,39.6,35.2,1286,1659,1161
DHX8,uc002idu.1,23.7,21.9,19.4,1908,2940,2061
LGMN,uc001yaw.2,10.6,11.3,10,291,537,363
ZFAND6,uc002bfe.1,68.3,95.3,84.6,616,1507,1011
CDYL2,uc002ffs.2,10.4,10.5,9.3,346,587,407
HNRPDL,uc003hmr.2,258.3,268.8,238.9,6618,11446,7969
CDK19,uc003puh.1,14.3,10.2,9,489,566,391
EFCAB2,uc001ibc.2,16.2,26.3,23.3,175,464,318
ZNF639,uc003fjr.1,35.9,55.5,49.3,1182,3007,2066
CPT2,uc001cvb.3,17.4,13.1,11.6,759,928,662
WWOX,uc002ffk.2,7.2,6.6,5.9,191,296,209
C17orf51,uc002gyw.3,11.2,8.8,7.8,153,207,145
PAFAH1B3,uc010xwj.1,84.9,83.3,74,1250,2065,1454
NUP37,uc001tjc.2,180.7,330.1,293.1,3933,12097,8200
EXOSC8,uc001uwa.2,123.8,223.2,198.1,2205,6645,4583
BHMT2,uc003kft.2,12.1,9.5,8.5,284,366,261
ZNHIT6,uc001dlh.2,23.9,25.4,22.6,740,1322,916
SEPX1,uc010uvs.1,24.3,33.3,29.6,174,412,282
AAAS,uc001scr.3,88.6,78.1,69.4,3154,4691,3273
CTNNBIP1,uc001aql.1,49.5,46.2,41,240,386,269
C19orf54,uc002oou.1,13.3,6.7,6,295,260,180
ADCK2,uc003vvy.1,38.8,34.8,30.9,1570,2391,1675
BDP1,uc003kbp.1,14.5,13.7,12.1,2527,3943,2739
MPP1,uc004fmp.1,37.7,49.3,43.8,1154,2522,1761
TESK1,uc003zxa.2,31.3,21.9,19.4,1243,1545,1054
RBM28,uc003vmp.2,45.8,58.9,52.3,2280,5006,3440
KDM5C,uc004drz.2,95.4,70.3,62.4,9288,11744,8231
BBX,uc010hpr.2,27.8,30,26.6,1778,3077,2175
TRIM24,uc003vuc.2,14.1,17.5,15.5,996,2066,1417
RNF115,uc001eoj.2,50.6,60.2,53.4,1018,2015,1383
NFATC3,uc002evo.1,11.2,12.8,11.3,822,1542,1059
LOXL2,uc003xdh.1,315.8,287.4,254.9,15797,24758,17102
CHAMP1,uc010tko.1,12.4,15,13.3,681,1357,939
RGP1,uc011lpe.1,33.7,22.8,20.2,953,1073,748
C1orf21,uc001gqv.1,62.9,65.9,58.4,497,851,587
NEK1,uc003isb.1,11,12.9,11.5,951,1820,1255
GLOD4,uc002fru.2,135.5,176.6,156.5,2591,5810,3950
NSMCE4A,uc001lfs.2,120.1,165.6,146.8,2899,6977,4699
PAPD5,uc002ega.2,23.6,28.1,24.9,772,1530,1052
PXDN,uc002qxa.2,127.9,101,89.4,12395,16296,11511
DCAF16,uc003gpn.2,16.7,12.6,11.2,234,298,205
FECH,uc002lgp.3,30.4,33.8,30,847,1590,1101
ZFAND2B,uc002vka.2,40,36.7,32.5,643,1043,714
NUDT3,uc003ojl.2,86.6,80.5,71.3,943,1492,1035
MXI1,uc001kyy.2,18.8,11,9.7,374,360,245
TMEM237,uc002uyg.1,68.6,91.1,80.7,1838,4038,2764
UNK,uc002jpm.2,15.8,9.6,8.5,920,957,656
SRSF11,uc001des.2,154.1,183.5,162.5,4201,8573,5892
MTHFR,uc001atc.1,7.2,3.1,2.8,315,227,157
NUP54,uc003hjs.2,65.4,98.5,87.2,2218,5618,3816
KLHDC4,uc002fki.2,44.9,42,37.2,1495,2364,1667
CWC22,uc010frh.1,27.2,40.7,36.1,1668,4129,2842
DOCK7,uc001dap.2,25.5,30.9,27.4,3682,7468,5032
CASK,uc004dfl.3,20.8,22.2,19.6,1294,2304,1572
GEMIN5,uc003lvx.3,27.3,29.6,26.2,2706,4904,3436
CHD3,uc002gjd.2,41.1,35.4,31.3,5603,7961,5598
CEP89,uc002nty.2,28.9,24.6,21.7,1507,2125,1476
AIMP2,uc003spo.2,140.8,227.3,201.1,2807,7808,5331
ARPP19,uc002acd.1,50.9,57.6,51,235,499,327
HELQ,uc003hom.2,7.4,9.7,8.6,563,1214,823
ICA1L,uc002uzh.1,4.4,4.9,4.3,143,257,181
SNX17,uc002rkg.1,155.7,132.8,117.4,4733,6794,4760
PLD3,uc002onj.3,127.5,98,86.7,4041,5413,3666
FHL1,uc004ezo.2,18.9,16,14.1,375,575,380
ATXN2L,uc002dqy.2,91.9,61.4,54.3,5700,6717,4633
LIN52,uc001xpp.2,18.9,20.8,18.4,142,257,177
SHROOM2,uc004csu.1,1.8,1.4,1.2,195,242,174
ATP9A,uc002xwg.1,23.1,15.7,13.9,1577,1823,1259
ZFP28,uc002qnj.2,8.3,6.5,5.8,468,631,433
MOXD1,uc003qdf.2,51.2,43.3,38.3,2148,2874,2030
BCKDHB,uc003pje.2,21.9,19.3,17.1,568,833,576
NFYB,uc001tkl.1,35.5,44.5,39.3,381,813,546
DCAKD,uc010daa.1,33.3,21.6,19.1,493,537,375
PKP2,uc001rlk.3,15.1,9,8,764,813,552
TMEM54,uc001bwi.1,90.9,88.1,77.8,1291,2149,1468
MRPL18,uc003qsw.3,233.6,353.1,311.7,2679,6993,4740
MAP9,uc003ios.2,14.7,17,15,638,1232,840
CLSTN1,uc001aqh.2,86.8,83.9,74.1,5606,8960,6312
GPATCH8,uc002igw.1,23.8,21.2,18.7,2377,3533,2449
none,uc003drx.2,7.7,8.2,7.2,538,958,643
CD99L2,uc004fel.2,110.1,101.9,89.9,1886,2871,2011
KDM5B,uc001gyf.2,28,23.5,20.8,2922,4051,2793
C5orf44,uc010iwu.1,6,8.9,7.9,101,250,168
C5orf44,uc003jua.3,31.2,48.4,42.7,875,2257,1539
MYPOP,uc002pdt.2,7.8,5,4.5,203,217,153
NEMF,uc001wxc.2,30.7,38.9,34.3,2241,4646,3204
PPP6R3,uc001onv.2,56.4,74.5,65.7,3278,7221,4960
TRIM28,uc002qtg.1,404.5,393.5,347,21505,35281,24726
TBC1D2,uc004ayq.2,75,32.3,28.5,4355,3281,2267
ADCY9,uc002cvx.2,7.5,5.3,4.6,666,782,546
FAM158A,uc001wmi.2,123.1,104.8,92.4,1621,2337,1631
CLSTN2,uc003etn.2,5.3,1.8,1.6,350,183,131
ZMYM6,uc001byh.2,7.2,8.3,7.4,663,1244,846
MRPS25,uc003bzl.2,72.1,63.4,55.9,774,1151,812
XPO5,uc003ovp.2,25.4,31.1,27.4,2027,4155,2872
COL8A1,uc003dth.1,261.6,229.9,202.6,12481,19145,13074
CYB5RL,uc009vzo.2,8.5,6.3,5.6,174,217,150
CLINT1,uc003lxj.1,117.6,152.4,134.3,4897,10693,7270
MED1,uc002hrv.3,22,23.9,21.1,2339,4232,2903
CYFIP2,uc011ddn.1,18.8,12.5,11,1514,1768,1170
H2AFY2,uc001jqm.2,29.9,33.3,29.3,727,1339,938
C2orf44,uc002rep.2,9.7,11.5,10.1,457,927,631
MPV17L2,uc002nid.2,33.7,32.8,28.9,430,737,504
KCTD18,uc002uvs.2,19.5,16,14.1,552,745,516
ZFHX4,uc003yav.2,4.2,3.3,2.9,1025,1322,912
UBE4A,uc001psv.2,22.9,21.1,18.6,1653,2530,1734
PPIG,uc002uez.2,23.1,23.9,21,1095,1919,1319
PELP1,uc002fyi.3,45.1,39.5,34.8,3276,4757,3416
ASL,uc003tuo.2,69.3,66.5,58.6,2019,3350,2319
PTGES2,uc004bti.2,145.7,124.4,109.5,3453,5042,3549
PRTG,uc002adg.2,4.2,4.1,3.6,324,540,360
HMBOX1,uc003xhd.3,5.4,5.4,4.8,152,253,173
INTS10,uc003wzj.2,32.9,47.2,41.5,1566,3758,2555
BACE1,uc001pqz.2,58.1,50.4,44.3,1890,2746,1918
ANKRD39,uc002sxd.3,32.1,33,29,361,632,447
none,uc009vlm.2,21.6,17.1,15.1,281,373,257
SNUPN,uc002bas.2,47.7,50.5,44.4,1133,1983,1374
LRPPRC,uc002rtr.2,112,163.5,143.9,10590,25785,17455
TMEM60,uc003ugn.2,46.5,51.9,45.7,405,763,507
LANCL1,uc010zjh.1,73.6,90.7,79.8,1963,3985,2742
CCDC92,uc001ufw.1,66.6,47.2,41.5,1429,1735,1180
UBR2,uc011dur.1,13.1,14.3,12.6,1577,2822,1928
EPB41L2,uc003qch.2,50.4,49.3,43.4,3400,5356,3787
ANKS1A,uc003ojx.3,11.4,9.8,8.6,850,1221,848
DDX39A,uc002myo.2,192.5,227,199.6,5223,10528,7260
XRN1,uc003eut.2,9.1,8.8,7.7,1059,1659,1140
CDK16,uc004dho.2,126.8,116.6,102.6,4021,6330,4360
CAND1,uc001stn.2,100.7,146.7,129,8408,20466,13812
DCUN1D1,uc003fld.1,12.4,15.4,13.6,190,402,274
AKT2,uc002onf.2,89.4,81,71.2,2678,4093,2863
ZNF384,uc010sfh.1,42.2,38.5,33.9,1568,2483,1679
WDR5B,uc003efa.1,13.2,12,10.5,294,443,296
CTNND1,uc001nmc.3,124.8,115,101.1,8035,12210,8500
EPS15,uc001csq.1,35.4,42.1,37,2133,4289,2880
ZNF195,uc001lxt.2,16.1,26.9,23.7,661,1866,1250
USP31,uc002dll.2,5.5,6.3,5.5,489,968,650
ZNF720,uc002ecq.2,3.8,4,3.5,129,237,159
RNF38,uc003zzh.2,10.1,9.9,8.7,345,581,386
SUPV3L1,uc001jpe.1,36.1,49.7,43.7,1883,4351,2976
RNASEH2A,uc002mvg.1,219.9,229.7,201.8,4197,7431,5166
COQ10A,uc001sko.3,16.3,13.9,12.2,264,376,257
CSNK1D,uc002kej.2,94.4,69.9,61.4,2486,3060,2146
WDR36,uc003kpd.2,23.9,25.1,22,1539,2692,1819
TSPYL2,uc004drw.2,44.2,31.9,28.1,2031,2487,1683
TXNDC9,uc002szz.2,32.9,59.3,52.1,350,1067,710
DMAP1,uc001clq.1,63.1,63.6,55.8,1910,3221,2248
EPS8L2,uc001lqt.2,54.5,37.4,32.8,2523,2954,2034
NMI,uc002txi.2,27.9,35.2,30.9,582,1203,813
UNC13B,uc003zwq.2,10.4,10.1,8.8,1092,1801,1225
TMEM110,uc003dge.2,22.2,25.4,22.3,416,805,562
INTS4,uc001oys.2,18.7,20.1,17.6,1095,1973,1351
LEO1,uc002abo.2,22.9,29.2,25.7,1011,2100,1470
MINA,uc003dsb.1,47.4,74.3,65.3,1430,3869,2618
AQR,uc001ziv.2,23.9,31.4,27.6,2409,5233,3562
RBMX2,uc004evt.2,25.6,22.6,19.8,444,688,472
SLC9B2,uc003hwy.2,19,21.6,18.9,673,1296,878
ASCC2,uc003agr.2,28.6,27.6,24.2,1406,2280,1588
SSH3,uc001okj.2,30.5,22.1,19.4,1301,1640,1107
DHTKD1,uc001ild.3,7,5.4,4.8,426,549,381
GRB10,uc003tpi.2,57,68.2,59.8,2193,4515,3071
SEC22C,uc003clj.2,52.4,58.7,51.5,1032,1956,1337
PACRGL,uc003gpz.2,31.2,42.3,37.1,459,1044,697
WARS,uc001yhl.1,226,252.7,221.6,6625,12807,8649
WDR48,uc003cit.2,33,38.4,33.6,1521,2948,1973
VPRBP,uc003dbe.1,26.2,28.7,25.1,2543,4553,3178
RIC8A,uc001lof.2,210.2,188.8,165.5,7271,11170,7682
RFWD2,uc001gku.1,26.5,28.4,24.9,1238,2251,1525
OXSM,uc003cdn.2,19.5,24.8,21.7,600,1283,860
ASCC3,uc003pqk.2,18.5,24,21.1,2802,5958,4042
METTL18,uc001ggn.2,9.5,11.8,10.3,245,485,330
HAUS4,uc001wht.2,60.5,60.2,52.7,1375,2315,1585
NSUN4,uc001cpr.1,16.8,18.4,16.1,418,778,533
C12orf66,uc001srw.3,9.8,7.6,6.6,279,379,255
RALGAPB,uc002xiw.2,21.4,21.3,18.6,2159,3471,2423
CMAS,uc001rfm.2,105.9,115.4,101.1,3017,5575,3780
AXIN1,uc002cgp.1,50.5,42.6,37.3,2777,4007,2790
ATG4B,uc002wbv.2,108.3,121.4,106.2,2754,5280,3593
RICTOR,uc003jlp.2,11,12.8,11.2,1286,2481,1666
ATP2C1,uc003ens.2,108.3,136.4,119.4,6961,14490,9843
TRAPPC10,uc002zea.2,20.3,22.8,20,1682,3156,2186
ZBTB17,uc001axl.3,29.7,26,22.8,1537,2355,1587
MLL,uc001pta.2,19.5,17.9,15.7,5246,8060,5427
DCBLD2,uc003dtd.2,390.2,432,378.1,20420,37174,25395
SDHA,uc003jao.3,86.1,58.3,51,2043,2489,1691
SNX24,uc011cwo.1,46.2,58.6,51.3,514,1080,731
PHF20L1,uc003ytt.2,28.5,38.7,33.9,1950,4458,2995
DZIP1,uc001vmk.2,31.9,39.5,34.5,1874,3769,2598
TIMM10,uc001nkm.1,328,512.8,448.6,1796,4870,3294
TACC2,uc001lfv.2,4.3,5,4.4,834,1628,1126
B4GALT1,uc003zsg.2,51.7,47.5,41.6,1356,2086,1425
STARD3,uc002hsd.2,55,48.7,42.6,1571,2375,1633
FRA10AC1,uc001kiz.1,18.5,17.4,15.2,398,591,411
ORMDL2,uc001shw.1,77.4,88.8,77.6,756,1467,997
ZNF710,uc002bov.1,11.5,10,8.8,489,730,505
OSBPL6,uc002uma.2,4.6,6,5.3,291,625,430
FUCA1,uc001bie.2,28.2,20.8,18.1,871,1065,728
ISOC2,uc002qlb.2,107.9,99.9,87.2,1372,2151,1516
WARS2,uc001ehn.2,15.3,16,14,358,626,433
ASAP2,uc002qzh.2,41.8,37.1,32.4,2793,4147,2825
PIP4K2B,uc002hqs.2,51.6,47,41.1,1410,2134,1470
PTCD3,uc002sqw.2,43.3,50.2,43.8,1860,3634,2466
UBAP2L,uc001fep.3,82.7,94.2,82.2,5962,11326,7768
PRKDC,uc003xqi.2,53.9,60.8,53.1,14971,27459,19115
ZNF707,uc010mfi.2,9.2,6.6,5.8,220,272,185
PARP14,uc003efq.3,11.6,12.6,11,1447,2546,1721
CLCC1,uc001dwf.1,33.6,34.5,30.1,1227,2108,1435
RWDD2B,uc002yms.2,42.7,47.4,41.3,879,1665,1125
ELMO2,uc002xru.1,26.4,24.4,21.3,1232,1930,1316
EEA1,uc001tck.2,18.2,22.2,19.4,1758,3481,2382
WRNIP1,uc003mtz.2,45,40.1,34.9,1947,2905,2012
NPEPL1,uc010zzs.1,40.7,24.2,21.1,1384,1333,951
ERCC5,uc001vpu.1,22.8,22,19.2,2171,3438,2360
TCFL5,uc002ydp.2,50.5,36.4,31.7,1605,2008,1368
CPD,uc002hfb.1,37.4,36.9,32.2,3442,5692,3864
EPRS,uc001hly.1,155.4,209.3,182.4,15827,35713,23998
PPM1G,uc002rkl.2,187.1,198.7,173.2,6696,11665,8175
ANKRD5,uc002wnp.2,6.4,6.3,5.5,341,541,368
C11orf74,uc001mwy.1,17.2,19,16.6,240,443,298
SAMHD1,uc002xgh.1,21.6,19.5,17,905,1336,921
TIMMDC1,uc003ecn.2,153.5,213.4,185.9,2875,6782,4533
PACSIN2,uc010gzg.2,52.1,46.8,40.7,1633,2442,1702
AP4B1,uc001eed.2,13.6,15.8,13.8,672,1269,882
TMCC1,uc003emz.3,6,6.3,5.5,259,464,308
PPM1M,uc011bed.1,27.8,22.1,19.3,832,1142,762
MCM5,uc003anu.3,84.8,113.8,99,4068,9012,6298
ACP2,uc001nei.2,44.1,37.9,33,1222,1761,1203
SLC8A1,uc002rrx.2,5.5,5.4,4.7,353,588,398
GART,uc002yrx.2,97.1,128.9,112.2,6466,14584,9849
